Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,Delaware,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,7.8,6.1 - 9.9,1470,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,11.1,8.9 - 13.8,1948,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,11.4,8.7 - 14.9,1399,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,2.8,1.0 - 4.6,596,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,3.1,1.3 - 4.8,606,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,3.5,1.7 - 5.3,566,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,3.6,2.1 - 5.1,1398,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,5.9,3.9 - 8.0,1599,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,6.3,4.2 - 8.5,1517,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,7.8,4.2 - 11.3,701,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,7.9,6.0 - 10.3,1884,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,8.7,6.4 - 11.7,1349,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,9.9,7.9 - 12.4,1966,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,1.6,0.2 - 3.1,606,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,June 27 – July 31,Monthly,10,8.0 - 12.5,1948,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,12.2,9.3 - 15.7,1399,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,13.9,11.5 - 16.7,1966,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,2,0.1 - 4.0,566,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,2.3,0.9 - 3.6,1398,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,2.3,0.8 - 3.8,596,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,4.5,1.5 - 7.6,701,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,5.2,3.3 - 7.1,1599,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,6.4,4.3 - 8.5,1517,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 29 – September 25,Monthly,7.6,5.7 - 10.0,1884,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,8.1,5.9 - 11.1,1349,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,67.7,64.2 - 70.9,1966,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,73.2,68.8 - 77.1,1399,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,75.6,72.3 - 78.7,1948,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,79.3,75.3 - 82.8,1349,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,82.7,79.5 - 85.5,1884,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),September 26 – October 30,Monthly,85.5,82.5 - 88.5,1517,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),October 31 – November 27,Monthly,86.8,82.3 - 91.4,701,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),November 28 – December 31,Monthly,87.1,84.3 - 89.9,1599,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 2 – January 29,Monthly,92.7,90.4 - 94.9,1398,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),February 27 – March 26 ,Monthly,94.4,91.9 - 96.8,596,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 30 – February 26,Monthly,94.5,91.9 - 97.1,566,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),March 27 – April 30 ,Monthly,95,92.7 - 97.4,606,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,March 27 – April 30 ,Monthly,0.2,0.0 - 0.5,606,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,February 27 – March 26 ,Monthly,0.5,0.0 - 1.1,596,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,October 31 – November 27,Monthly,0.9,0.0 - 2.1,701,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 2 – January 29,Monthly,1.5,0.3 - 2.6,1398,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,1.8,1.0 - 3.3,1884,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,November 28 – December 31,Monthly,1.8,0.6 - 2.9,1599,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,1.8,0.6 - 2.9,1517,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,3.2,2.1 - 5.0,1948,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,May 30 – June 26,Monthly,3.2,1.9 - 5.5,1399,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,3.9,2.4 - 6.2,1349,0
Jurisdictional Estimates,Maryland,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,8.5,6.6 - 10.9,1966,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,10.3,7.2 - 13.4,978,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,10.7,7.8 - 13.6,1349,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,13.1,10.6 - 16.1,1960,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,13.4,11.1 - 16.1,2143,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,14.6,12.0 - 17.7,1728,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,15.1,12.7 - 18.0,2045,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,15.2,13.1 - 17.6,2682,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,8,5.6 - 10.5,1053,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,8.7,7.0 - 10.3,1887,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,9.5,7.3 - 11.7,1351,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,9.7,7.3 - 12.0,1518,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,9.7,6.9 - 12.5,1409,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,1.8,0.8 - 2.8,1351,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,10.6,8.8 - 12.6,2682,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,2.3,1.4 - 3.2,1887,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,2.4,1.0 - 3.8,1053,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,2.7,1.1 - 4.3,978,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,2.8,1.4 - 4.2,1518,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,3.8,1.9 - 5.7,1409,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 29 – September 25,Monthly,4.8,3.4 - 6.6,2143,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,5.4,3.2 - 7.5,1349,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,7.2,5.4 - 9.6,1960,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,June 27 – July 31,Monthly,8.2,6.4 - 10.6,2045,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,9.4,7.3 - 12.1,1728,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,68.7,65.8 - 71.4,2682,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,72.6,69.0 - 76.0,1728,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,75.2,71.9 - 78.2,2045,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,78.2,74.7 - 81.3,1960,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,80.4,77.4 - 83.2,2143,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),September 26 – October 30,Monthly,83.7,80.3 - 87.2,1349,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),November 28 – December 31,Monthly,84.9,81.5 - 88.2,1409,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),October 31 – November 27,Monthly,84.9,81.2 - 88.6,978,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 2 – January 29,Monthly,86.6,83.8 - 89.3,1518,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 30 – February 26,Monthly,87.9,84.9 - 90.9,1053,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),February 27 – March 26 ,Monthly,88.3,85.9 - 90.7,1351,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),March 27 – April 30 ,Monthly,88.8,87.0 - 90.7,1887,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,March 27 – April 30 ,Monthly,0.2,0.0 - 0.4,1887,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,0.2,0.0 - 0.6,1349,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,February 27 – March 26 ,Monthly,0.4,0.0 - 0.8,1351,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 2 – January 29,Monthly,1,0.3 - 1.7,1518,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,1.4,0.7 - 2.6,2143,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,1.4,0.8 - 2.7,2045,0
Jurisdictional Estimates,PA-Rest of State,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,1.5,0.8 - 2.9,1960,0
